                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.55501,                0.33776,                0.81924,                0.99209,                0.99118,                0.99402,                0.90722,                0.51685,                0.31935,                0.78784,             0.00062262,             0.00062262,             0.00062262
                    116,                0.55572,                0.33417,                0.82139,                0.99087,                0.99151,                0.99414,                0.90516,                0.52037,                0.31708,                 0.7873,             0.00061554,             0.00061554,             0.00061554
                    117,                0.55624,                0.32806,                0.81873,                0.99031,                0.99165,                0.99435,                0.90933,                0.50859,                 0.3143,                  0.785,             0.00060847,             0.00060847,             0.00060847
                    118,                0.55106,                0.33298,                0.81753,                0.99365,                0.98631,                 0.9943,                 0.9115,                0.50099,                0.31304,                0.78464,             0.00060139,             0.00060139,             0.00060139
                    119,                 0.5656,                0.33629,                0.81245,                0.99273,                 0.9867,                0.99413,                0.90559,                 0.5357,                0.32493,                0.78823,             0.00059432,             0.00059432,             0.00059432
                    120,                0.57936,                  0.341,                0.81615,                0.99196,                0.98675,                0.99399,                0.90682,                0.53345,                0.32399,                0.78721,             0.00058725,             0.00058725,             0.00058725
                    121,                0.53391,                0.32393,                0.81612,                0.98904,                0.99167,                0.99363,                0.91146,                0.50654,                0.30975,                0.78455,             0.00058017,             0.00058017,             0.00058017
                    122,                0.56651,                0.33144,                0.80469,                0.98941,                 0.9913,                0.99377,                  0.914,                0.50856,                0.31115,                0.78402,              0.0005731,              0.0005731,              0.0005731
                    123,                0.55983,                0.31781,                0.81822,                0.98878,                 0.9916,                0.99416,                 0.9101,                0.52485,                0.31182,                0.78391,             0.00056603,             0.00056603,             0.00056603
                    124,                0.55393,                0.32166,                0.82288,                 0.9888,                 0.9919,                0.99435,                 0.9132,                0.50082,                0.30658,                0.78318,             0.00055895,             0.00055895,             0.00055895
                    125,                0.52964,                0.32837,                0.82064,                0.98971,                0.99438,                0.99453,                 0.9131,                0.49486,                0.30523,                0.78337,             0.00055188,             0.00055188,             0.00055188
                    126,                0.55799,                0.32027,                0.81948,                0.98989,                 0.9944,                0.99452,                0.91362,                0.48981,                0.30091,                0.78335,             0.00054481,             0.00054481,             0.00054481
                    127,                0.53413,                 0.3213,                0.81326,                0.98983,                 0.9937,                0.99446,                0.91439,                0.48548,                0.29565,                0.78183,             0.00053773,             0.00053773,             0.00053773
                    128,                0.54044,                0.31813,                0.81842,                0.99025,                 0.9932,                0.99445,                0.91371,                0.48785,                0.29705,                0.78192,             0.00053066,             0.00053066,             0.00053066
                    129,                0.54932,                0.31745,                0.81362,                0.98979,                0.99357,                0.99443,                0.91793,                0.48581,                0.29385,                0.78232,             0.00052359,             0.00052359,             0.00052359
                    130,                0.52253,                0.31887,                0.81732,                0.99023,                0.99383,                0.99443,                0.91871,                0.48301,                0.29155,                0.78306,             0.00051651,             0.00051651,             0.00051651
